type,tool_wear,target,power,diference_temperature
H,35,0,47693.1,-9.5
L,191,0,55874.7,-10.699999999999989
M,170,0,37375.9,-9.300000000000011
M,144,0,60887.2,-11.400000000000034
L,95,0,65182.0,-11.199999999999989
M,216,0,60174.9,-8.800000000000011
L,205,0,57064.799999999996,-9.300000000000011
M,158,0,71785.0,-9.300000000000011
L,13,0,62622.100000000006,-8.0
M,186,0,71234.40000000001,-9.199999999999989
L,107,0,55400.799999999996,-8.600000000000023
M,215,0,42641.6,-10.099999999999966
L,159,0,65504.0,-9.700000000000045
H,101,0,61008.0,-10.600000000000023
M,215,0,70297.6,-10.199999999999989
L,217,0,59510.200000000004,-10.199999999999989
M,148,0,49544.299999999996,-9.699999999999989
M,40,0,66334.8,-11.0
M,114,0,51263.700000000004,-11.0
H,96,0,68198.4,-9.300000000000011
L,49,0,56388.0,-10.0
L,95,0,58249.8,-11.0
M,215,0,55986.00000000001,-10.899999999999977
L,105,0,56190.4,-9.300000000000011
L,214,0,53406.0,-10.899999999999977
M,112,0,58242.6,-11.899999999999977
M,210,0,51802.100000000006,-8.700000000000045
L,119,0,65426.4,-8.699999999999989
M,73,0,49604.1,-9.0
L,164,0,70366.59999999999,-9.5
L,84,0,43464.0,-9.400000000000034
M,152,0,62129.600000000006,-9.400000000000034
H,25,0,69053.40000000001,-8.699999999999989
L,0,0,61308.8,-9.200000000000045
L,24,0,42482.0,-10.0
M,156,0,60024.799999999996,-10.0
M,158,0,70945.6,-8.899999999999977
L,215,0,58291.2,-11.0
H,69,0,45760.8,-11.300000000000011
L,175,0,59840.0,-11.199999999999989
H,186,0,56929.6,-9.699999999999989
L,83,0,54489.6,-11.300000000000011
L,112,0,56375.99999999999,-11.400000000000034
L,170,0,59839.600000000006,-9.0
L,33,0,57643.600000000006,-9.0
L,154,0,50899.100000000006,-10.300000000000011
M,73,0,57876.0,-9.5
L,66,0,62930.0,-9.899999999999977
L,105,0,44362.2,-10.5
M,60,1,64942.899999999994,-8.199999999999989
L,57,0,55014.0,-9.800000000000011
M,105,0,64363.2,-9.299999999999955
M,140,0,49539.0,-9.199999999999989
M,193,0,43482.4,-10.100000000000023
L,84,0,59385.0,-10.900000000000034
L,141,0,48792.0,-9.199999999999989
L,64,1,32237.5,-11.199999999999989
L,194,1,77191.2,-9.0
L,158,0,51374.4,-8.599999999999966
L,28,0,62016.5,-11.5
H,97,0,56628.0,-10.899999999999977
H,195,0,56531.200000000004,-9.399999999999977
M,143,0,67388.1,-9.599999999999966
H,61,0,63650.99999999999,-10.600000000000023
L,64,0,48223.200000000004,-11.199999999999989
L,135,0,64001.0,-9.0
L,18,0,83762.0,-10.800000000000011
L,198,0,60783.6,-10.200000000000045
L,189,0,58887.600000000006,-10.800000000000011
M,97,0,53224.8,-8.399999999999977
L,209,0,50025.0,-7.800000000000011
L,13,0,83853.0,-10.199999999999989
M,199,0,57711.6,-11.100000000000023
M,31,0,41860.8,-10.199999999999989
L,137,0,56202.0,-10.900000000000034
M,139,0,70673.40000000001,-11.099999999999966
L,76,0,62204.4,-11.200000000000045
H,204,0,75427.2,-10.100000000000023
M,151,0,51849.2,-10.800000000000011
M,12,0,56862.899999999994,-11.399999999999977
L,111,0,56962.0,-10.100000000000023
L,68,0,43990.899999999994,-9.900000000000034
L,26,0,58025.5,-10.5
L,45,0,33796.200000000004,-10.800000000000011
M,66,0,50457.0,-9.099999999999966
L,48,0,58591.8,-10.100000000000023
M,127,0,60131.4,-9.399999999999977
M,188,0,50204.4,-9.400000000000034
L,203,0,60368.0,-9.0
L,55,0,69473.8,-11.899999999999977
L,87,0,58028.399999999994,-11.199999999999989
L,176,0,49091.700000000004,-9.700000000000045
H,177,0,66916.6,-10.799999999999955
L,196,0,54374.2,-9.800000000000011
L,149,0,58077.7,-8.699999999999989
M,29,0,51359.00000000001,-11.0
L,177,0,56904.8,-10.599999999999966
H,54,0,45980.0,-11.099999999999966
L,142,0,63168.0,-11.199999999999989
M,132,0,54747.5,-9.699999999999989
H,38,0,64803.8,-10.599999999999966
L,208,0,59718.5,-11.0
M,131,0,58953.6,-9.800000000000011
L,22,0,60939.0,-11.199999999999989
M,67,0,37397.8,-11.099999999999966
L,156,0,55103.299999999996,-8.799999999999955
M,12,0,67064.0,-11.599999999999966
M,128,0,72158.5,-10.399999999999977
M,142,0,82212.0,-9.700000000000045
L,11,0,66158.40000000001,-10.399999999999977
L,61,0,57111.9,-9.100000000000023
M,115,0,62236.4,-9.0
M,73,0,56243.6,-11.200000000000045
L,171,0,55628.5,-9.600000000000023
M,215,0,48876.399999999994,-8.5
H,117,0,60006.7,-11.199999999999989
M,17,0,48079.100000000006,-11.099999999999966
M,118,0,62606.9,-9.5
L,68,0,69768.2,-9.399999999999977
L,16,0,67455.0,-8.400000000000034
L,179,0,60751.5,-10.0
M,50,0,44820.0,-9.800000000000011
M,197,0,59395.700000000004,-8.400000000000034
L,74,0,66233.7,-8.400000000000034
L,14,0,65534.4,-9.699999999999989
L,48,0,63800.0,-9.800000000000011
H,73,0,47209.5,-10.900000000000034
M,71,1,30358.2,-8.300000000000011
L,67,0,78507.2,-8.199999999999989
M,121,0,68065.2,-10.600000000000023
L,87,0,62618.4,-9.300000000000011
M,146,0,76790.4,-11.5
M,37,0,38262.4,-9.099999999999966
L,158,0,55648.799999999996,-9.399999999999977
L,208,0,54586.799999999996,-10.900000000000034
L,55,0,56512.3,-9.199999999999989
L,13,0,62872.0,-11.0
L,124,0,50176.8,-11.100000000000023
L,139,0,57109.49999999999,-9.300000000000011
L,152,0,63015.4,-8.699999999999989
L,44,0,67200.8,-10.899999999999977
M,104,0,52661.4,-9.400000000000034
M,180,0,62000.4,-10.900000000000034
M,13,0,56273.700000000004,-9.600000000000023
L,93,0,50325.0,-9.5
L,75,0,58381.0,-10.399999999999977
M,35,0,49399.8,-9.899999999999977
L,53,0,60139.99999999999,-11.099999999999966
L,101,0,69496.0,-11.699999999999989
L,102,1,31665.7,-11.199999999999989
M,150,0,62223.2,-10.900000000000034
L,2,0,58806.4,-9.800000000000011
L,103,0,47085.600000000006,-11.300000000000011
H,42,0,49896.0,-8.5
H,110,0,62692.4,-11.0
L,145,0,54054.7,-9.799999999999955
M,61,0,61090.2,-11.5
L,110,0,58661.200000000004,-11.099999999999966
L,154,0,62624.00000000001,-8.0
M,81,0,57373.399999999994,-9.599999999999966
M,105,0,55961.4,-9.699999999999989
L,58,0,67299.5,-11.400000000000034
M,150,0,71902.59999999999,-10.300000000000011
M,77,0,62499.0,-9.800000000000011
L,93,1,82140.0,-8.399999999999977
M,9,0,55668.899999999994,-8.600000000000023
M,34,0,68900.0,-11.199999999999989
L,206,0,39038.299999999996,-10.0
L,178,0,41952.799999999996,-8.0
L,138,0,51148.8,-11.199999999999989
L,108,0,45280.4,-9.600000000000023
M,195,0,35957.8,-10.699999999999989
L,189,0,71881.2,-11.5
L,191,0,52154.700000000004,-9.799999999999955
L,201,0,50965.5,-7.800000000000011
L,184,0,53961.600000000006,-9.0
L,193,0,50463.0,-9.899999999999977
L,183,0,68446.3,-9.600000000000023
M,190,0,46358.399999999994,-8.600000000000023
M,14,0,82460.2,-9.200000000000045
L,160,0,60973.899999999994,-10.300000000000011
M,121,0,65219.0,-11.300000000000011
L,194,0,46405.799999999996,-11.300000000000011
L,118,0,58316.3,-9.0
L,113,0,35167.9,-9.699999999999989
M,95,0,64357.700000000004,-9.5
L,16,0,51084.0,-11.5
L,104,0,61300.8,-9.199999999999989
L,59,1,82942.2,-8.5
M,197,0,59978.4,-9.800000000000011
M,34,0,60334.8,-10.800000000000011
L,141,0,70592.59999999999,-9.699999999999989
L,4,0,68421.59999999999,-11.0
L,138,0,77166.0,-11.100000000000023
M,61,0,73027.5,-9.399999999999977
L,57,0,74576.0,-11.199999999999989
L,125,0,47007.200000000004,-10.899999999999977
L,12,0,35148.0,-10.100000000000023
L,49,0,51970.7,-9.099999999999966
H,23,0,58977.799999999996,-8.800000000000011
M,167,0,53974.799999999996,-10.800000000000011
M,18,0,42006.3,-9.600000000000023
M,52,0,55377.600000000006,-9.300000000000011
M,72,0,52713.899999999994,-8.5
L,155,0,70754.4,-9.800000000000011
L,153,0,65852.0,-9.700000000000045
L,64,0,58669.200000000004,-9.699999999999989
L,26,0,60996.0,-9.800000000000011
L,184,0,69052.7,-8.199999999999989
M,179,0,65071.200000000004,-11.399999999999977
M,115,0,55902.0,-11.0
L,200,1,69529.4,-8.400000000000034
M,134,0,56427.6,-10.800000000000011
L,37,0,65645.0,-11.100000000000023
M,9,0,45268.2,-11.299999999999955
M,4,0,53145.600000000006,-10.800000000000011
L,199,0,58087.5,-8.0
L,112,0,60083.700000000004,-8.100000000000023
L,22,0,61125.2,-7.800000000000011
M,91,0,51415.6,-11.0
L,174,0,69937.0,-9.5
L,13,0,48459.200000000004,-9.699999999999989
L,101,0,56591.4,-9.0
M,215,0,51578.0,-11.299999999999955
M,11,0,65337.600000000006,-9.300000000000011
M,18,0,48274.799999999996,-9.100000000000023
L,81,0,60112.0,-11.5
H,107,0,77248.0,-10.800000000000011
L,68,0,58850.4,-11.0
M,131,0,55785.200000000004,-10.5
L,213,0,60102.0,-9.399999999999977
L,123,0,52214.399999999994,-9.099999999999966
L,43,0,43392.0,-11.199999999999989
L,167,0,68052.6,-11.400000000000034
L,207,0,51610.0,-11.0
M,171,0,73824.0,-10.5
L,182,0,69125.4,-11.5
L,163,0,65868.4,-9.600000000000023
L,148,0,54331.200000000004,-11.199999999999989
H,174,0,71214.0,-9.100000000000023
M,197,0,59060.6,-8.700000000000045
M,160,0,60432.4,-9.600000000000023
M,31,0,59443.2,-8.799999999999955
M,92,0,66438.4,-11.0
H,49,0,56246.4,-9.200000000000045
L,201,0,62809.6,-10.5
L,56,0,49984.0,-11.099999999999966
L,42,0,64032.0,-11.399999999999977
M,109,0,49383.0,-9.300000000000011
M,124,0,73111.9,-9.399999999999977
M,154,0,60409.7,-10.899999999999977
L,188,0,72812.4,-9.5
L,125,0,67048.0,-7.800000000000011
L,144,0,70805.8,-10.699999999999989
H,127,0,54857.399999999994,-11.300000000000011
H,195,0,53130.00000000001,-11.099999999999966
L,51,0,66248.0,-9.300000000000011
M,88,0,44653.2,-9.700000000000045
M,121,0,60477.5,-10.5
L,61,0,71743.2,-10.900000000000034
L,49,0,60595.2,-9.899999999999977
L,96,0,69800.0,-10.800000000000011
M,53,0,61552.5,-9.199999999999989
L,179,0,65892.2,-10.799999999999955
M,82,0,34138.4,-11.100000000000023
M,54,0,54093.799999999996,-9.699999999999989
L,156,0,60728.8,-10.5
M,101,0,50163.299999999996,-11.300000000000011
L,179,0,47854.0,-10.599999999999966
M,210,1,63027.0,-8.400000000000034
L,164,0,41494.6,-9.300000000000011
M,210,0,70263.0,-10.5
L,214,0,65667.59999999999,-9.399999999999977
L,219,0,38373.6,-8.699999999999989
L,169,0,56095.200000000004,-11.300000000000011
L,213,0,53856.0,-9.100000000000023
M,29,0,62622.0,-9.600000000000023
L,210,0,62568.0,-11.099999999999966
M,70,0,53562.0,-10.899999999999977
L,156,0,61381.6,-9.400000000000034
M,139,0,71566.6,-9.0
M,40,0,68348.5,-11.199999999999989
H,172,0,73302.5,-10.900000000000034
L,41,0,81518.4,-10.100000000000023
L,64,0,85284.59999999999,-11.399999999999977
M,132,0,67473.0,-10.699999999999989
H,175,0,47911.9,-8.400000000000034
H,35,0,66742.0,-11.0
L,83,0,59431.49999999999,-9.100000000000023
L,180,0,60684.0,-9.300000000000011
H,59,0,42231.0,-10.899999999999977
M,97,0,58995.200000000004,-11.399999999999977
M,205,0,52479.99999999999,-9.0
L,150,0,70359.0,-10.5
M,36,0,53213.399999999994,-11.5
L,62,0,45622.8,-9.0
L,53,0,51254.399999999994,-9.300000000000011
L,15,0,46567.8,-11.600000000000023
L,200,0,63257.6,-8.899999999999977
H,174,0,58770.8,-8.5
M,175,0,66265.0,-8.699999999999989
L,80,0,75018.90000000001,-10.099999999999966
L,135,0,53801.0,-10.5
H,160,0,63786.799999999996,-10.600000000000023
L,175,0,61092.0,-10.199999999999989
M,153,0,42650.0,-10.300000000000011
L,69,0,72953.8,-9.900000000000034
H,77,0,73594.2,-10.699999999999989
L,97,0,53139.200000000004,-11.300000000000011
L,125,0,69840.0,-9.199999999999989
M,173,0,55856.4,-9.600000000000023
L,42,0,74632.8,-10.599999999999966
L,188,0,48116.799999999996,-9.699999999999989
L,136,0,47883.6,-11.100000000000023
L,166,0,73252.6,-9.5
M,71,0,61223.200000000004,-10.100000000000023
L,93,0,54606.0,-10.800000000000011
L,168,0,67165.0,-10.800000000000011
M,35,0,62985.0,-10.0
M,188,0,46803.2,-9.5
L,212,0,58766.4,-11.0
L,191,0,45840.9,-7.7999999999999545
L,147,0,51666.0,-10.899999999999977
M,107,0,69456.2,-11.100000000000023
L,92,0,63301.2,-8.900000000000034
M,213,0,67484.7,-8.899999999999977
L,49,0,48441.6,-11.199999999999989
M,156,0,61200.0,-10.699999999999989
H,190,0,63510.6,-10.600000000000023
L,205,1,88911.1,-9.099999999999966
L,0,0,42097.0,-8.099999999999966
M,29,0,83034.0,-8.700000000000045
L,119,0,68641.8,-9.300000000000011
M,136,0,73646.40000000001,-8.899999999999977
L,94,0,69088.0,-9.400000000000034
L,129,0,84070.7,-11.400000000000034
M,48,0,61246.4,-9.100000000000023
L,8,0,79590.59999999999,-10.800000000000011
L,186,0,56569.2,-9.700000000000045
M,121,0,59910.399999999994,-10.600000000000023
M,98,0,58444.0,-9.199999999999989
L,47,1,81457.2,-8.5
L,11,0,73581.6,-11.0
L,142,0,75513.9,-9.600000000000023
L,113,0,59232.799999999996,-9.0
L,199,0,44782.8,-9.100000000000023
M,101,0,58098.6,-9.200000000000045
L,127,0,67828.2,-9.299999999999955
L,135,0,65190.399999999994,-10.599999999999966
L,96,0,62294.4,-8.799999999999955
L,117,0,63727.5,-9.399999999999977
M,119,0,46592.0,-9.600000000000023
M,33,0,53847.2,-8.0
M,150,0,53357.200000000004,-9.099999999999966
H,229,0,60489.2,-10.899999999999977
M,152,0,61448.4,-8.300000000000011
L,137,0,60158.5,-10.699999999999989
M,181,0,48187.299999999996,-10.0
L,152,0,63112.00000000001,-8.399999999999977
M,8,0,79022.40000000001,-9.199999999999989
H,224,0,53721.3,-11.899999999999977
M,101,0,77532.40000000001,-11.099999999999966
L,46,0,62982.3,-9.800000000000011
M,186,0,34148.4,-10.400000000000034
M,203,0,59195.1,-10.5
M,84,0,58806.5,-10.600000000000023
L,53,0,76080.0,-10.199999999999989
L,64,0,62500.4,-11.399999999999977
L,72,0,73702.3,-10.199999999999989
L,91,0,66368.0,-9.800000000000011
L,210,0,56487.99999999999,-11.300000000000011
L,68,0,79026.40000000001,-8.599999999999966
H,133,0,67542.3,-11.200000000000045
L,37,0,59583.49999999999,-10.600000000000023
L,69,0,43589.200000000004,-9.699999999999989
L,147,0,51837.5,-8.899999999999977
L,129,0,62458.399999999994,-11.0
H,142,0,59979.4,-9.400000000000034
M,48,0,67417.5,-11.099999999999966
L,40,0,71519.0,-10.100000000000023
L,11,0,71190.0,-10.899999999999977
M,157,0,61730.399999999994,-11.400000000000034
M,109,0,66950.0,-9.900000000000034
L,38,0,51900.8,-9.199999999999989
L,193,0,66983.0,-9.300000000000011
M,164,0,68463.2,-11.300000000000011
M,21,0,60060.600000000006,-10.5
L,42,0,74358.0,-9.399999999999977
M,165,1,74825.4,-7.900000000000034
L,193,0,55162.5,-9.0
L,17,0,63376.6,-9.5
M,83,0,61949.600000000006,-9.099999999999966
M,37,0,41829.0,-9.899999999999977
M,170,0,72636.2,-9.5
L,59,0,59752.8,-9.100000000000023
L,109,0,63231.399999999994,-11.100000000000023
L,109,0,40758.299999999996,-10.300000000000011
H,215,0,68395.8,-12.0
L,153,0,53509.5,-9.800000000000011
H,43,0,58816.200000000004,-8.199999999999989
L,23,0,59882.0,-8.0
L,157,0,48780.8,-8.300000000000011
L,141,0,60296.99999999999,-9.300000000000011
L,167,0,62348.700000000004,-8.799999999999955
L,204,0,63897.5,-9.100000000000023
L,101,0,56721.0,-9.099999999999966
M,58,0,53248.0,-9.199999999999989
L,134,0,72019.2,-7.899999999999977
M,184,0,61525.799999999996,-7.899999999999977
L,182,0,53592.0,-8.899999999999977
M,118,0,81891.2,-11.300000000000011
L,164,0,52607.0,-9.899999999999977
L,238,0,56951.600000000006,-11.100000000000023
L,178,0,48755.200000000004,-8.899999999999977
H,161,0,70126.7,-10.399999999999977
L,124,0,51114.7,-8.799999999999955
M,33,0,47712.9,-8.600000000000023
H,0,0,73150.4,-10.399999999999977
M,92,0,59283.600000000006,-10.299999999999955
M,177,0,47590.6,-9.300000000000011
M,87,0,81216.0,-11.199999999999989
H,96,0,48142.6,-10.699999999999989
H,186,0,64588.5,-11.199999999999989
M,54,0,71441.8,-9.5
L,156,0,43750.0,-11.200000000000045
L,93,0,51982.0,-7.7000000000000455
M,21,0,69473.5,-11.100000000000023
M,140,0,48763.5,-9.699999999999989
L,126,0,54454.4,-11.100000000000023
M,84,1,28900.800000000003,-7.599999999999966
L,42,0,70541.4,-9.699999999999989
L,63,0,53496.600000000006,-8.199999999999989
L,172,0,70618.9,-9.800000000000011
M,102,0,84032.40000000001,-8.900000000000034
M,83,0,54300.600000000006,-8.299999999999955
L,188,0,49672.0,-10.800000000000011
L,228,1,71760.8,-8.199999999999989
M,168,0,55279.0,-8.600000000000023
L,122,0,65704.5,-9.700000000000045
M,98,0,71920.8,-11.199999999999989
H,100,0,66718.3,-8.800000000000011
H,185,0,59210.00000000001,-10.599999999999966
L,71,0,70640.40000000001,-8.799999999999955
M,44,0,67294.5,-8.900000000000034
M,162,0,68094.0,-10.900000000000034
L,116,0,62192.2,-11.300000000000011
M,101,0,61690.2,-11.199999999999989
M,187,0,59821.200000000004,-10.099999999999966
L,107,0,74672.0,-9.300000000000011
M,4,0,53988.2,-9.900000000000034
M,128,0,49580.0,-9.0
L,146,0,82913.40000000001,-9.400000000000034
M,76,0,64160.4,-9.5
M,184,0,71208.0,-9.200000000000045
L,57,0,34378.2,-9.700000000000045
L,128,0,60540.3,-9.599999999999966
L,225,1,46899.0,-11.5
L,206,0,59802.6,-11.899999999999977
L,220,1,53873.3,-10.5
L,105,0,63476.5,-11.300000000000011
L,107,0,57968.4,-9.299999999999955
M,34,0,68422.90000000001,-10.5
L,55,0,48629.7,-11.199999999999989
H,133,0,76611.2,-11.199999999999989
L,40,0,38782.799999999996,-9.5
M,34,0,51514.6,-9.800000000000011
L,40,0,56543.399999999994,-9.799999999999955
L,157,0,70137.2,-10.300000000000011
M,51,0,64951.700000000004,-11.100000000000023
L,27,0,58044.799999999996,-9.600000000000023
M,5,0,47684.700000000004,-9.5
L,51,0,68020.0,-10.899999999999977
H,63,0,66251.90000000001,-11.100000000000023
L,188,0,69311.3,-11.300000000000011
H,95,0,65285.99999999999,-9.599999999999966
L,204,0,53127.8,-10.0
M,140,0,60629.299999999996,-9.100000000000023
H,44,0,44640.0,-10.100000000000023
M,126,0,45378.4,-9.5
M,31,0,61764.2,-9.899999999999977
M,144,0,38447.2,-11.100000000000023
M,82,0,50333.799999999996,-8.199999999999989
L,84,0,56812.3,-9.299999999999955
H,181,0,59192.700000000004,-9.699999999999989
L,218,1,74182.40000000001,-9.300000000000011
L,94,0,68408.8,-11.300000000000011
L,183,0,51745.200000000004,-10.599999999999966
M,44,0,49199.8,-8.600000000000023
L,118,0,62470.8,-9.100000000000023
M,168,0,59663.2,-9.5
M,42,0,62577.0,-11.100000000000023
L,192,0,70363.7,-11.200000000000045
M,17,0,58439.49999999999,-11.699999999999989
L,159,1,70968.8,-8.400000000000034
M,31,0,76275.0,-10.900000000000034
M,220,0,52133.200000000004,-7.699999999999989
L,97,0,70085.4,-9.599999999999966
L,94,0,54891.00000000001,-9.300000000000011
L,145,0,58730.100000000006,-9.0
L,131,0,64066.00000000001,-9.0
M,5,0,66170.4,-9.600000000000023
M,161,0,61827.299999999996,-8.799999999999955
L,158,0,56232.0,-7.800000000000011
L,22,0,57082.50000000001,-9.199999999999989
L,115,0,70862.40000000001,-11.900000000000034
L,36,0,64820.799999999996,-9.799999999999955
M,97,0,55716.799999999996,-8.800000000000011
M,71,0,76799.5,-10.199999999999989
L,114,0,66769.59999999999,-11.200000000000045
L,17,0,51004.8,-9.300000000000011
M,50,0,40255.5,-9.199999999999989
M,82,0,75072.6,-9.300000000000011
M,68,0,68824.59999999999,-10.899999999999977
L,62,0,69700.0,-11.5
L,85,0,77792.0,-10.399999999999977
H,132,0,53816.7,-11.0
L,170,0,50383.3,-8.800000000000011
L,115,0,68773.8,-9.199999999999989
M,123,0,68021.2,-9.0
M,24,0,62692.799999999996,-11.0
M,15,0,52668.0,-11.5
L,16,0,60117.6,-10.600000000000023
L,38,0,66214.2,-11.0
H,122,0,65845.8,-10.100000000000023
L,64,0,58472.700000000004,-8.899999999999977
M,184,0,52649.0,-11.299999999999955
L,31,1,95657.59999999999,-11.900000000000034
M,137,0,60759.0,-9.5
L,189,0,60876.2,-10.600000000000023
M,80,0,72110.4,-11.300000000000011
M,114,0,57038.799999999996,-8.399999999999977
M,12,0,61212.8,-10.699999999999989
L,222,0,65314.00000000001,-9.300000000000011
L,18,0,63879.3,-10.800000000000011
L,67,0,46758.4,-11.0
M,65,0,55546.4,-10.799999999999955
L,133,0,54206.1,-9.700000000000045
L,166,0,70066.0,-9.199999999999989
M,51,0,69322.0,-10.799999999999955
L,179,0,65619.6,-9.300000000000011
M,190,0,78470.0,-9.699999999999989
L,56,0,61671.4,-9.199999999999989
L,13,0,68016.0,-9.099999999999966
L,0,0,54978.299999999996,-11.800000000000011
H,70,0,60370.4,-9.200000000000045
L,112,0,67229.2,-11.300000000000011
H,108,0,53137.8,-10.899999999999977
L,53,0,56161.799999999996,-10.100000000000023
L,210,0,63435.5,-9.200000000000045
L,78,0,61765.2,-11.199999999999989
L,195,0,50257.600000000006,-10.800000000000011
M,20,0,64489.1,-9.199999999999989
M,36,0,64305.9,-10.0
L,154,1,69212.0,-8.299999999999955
L,13,0,52633.8,-8.899999999999977
L,3,0,51532.700000000004,-8.699999999999989
H,27,0,55751.99999999999,-11.300000000000011
M,49,0,64246.0,-11.100000000000023
L,88,0,66320.2,-9.300000000000011
L,42,0,51741.799999999996,-9.899999999999977
L,37,0,67076.1,-9.0
L,195,0,58837.99999999999,-10.799999999999955
H,54,0,63686.399999999994,-9.100000000000023
H,88,0,70513.0,-11.100000000000023
L,112,0,66417.0,-9.800000000000011
M,30,0,60211.5,-10.799999999999955
M,39,0,56760.6,-11.0
M,47,0,64659.1,-10.199999999999989
L,85,0,51771.2,-11.300000000000011
H,89,0,52616.7,-9.600000000000023
M,91,0,62289.100000000006,-9.399999999999977
M,87,0,59288.399999999994,-11.100000000000023
M,14,0,47206.799999999996,-9.0
H,127,0,60703.99999999999,-9.5
L,99,0,43226.4,-10.599999999999966
L,37,0,60117.0,-9.900000000000034
L,14,0,56327.4,-7.699999999999989
M,125,1,78727.90000000001,-8.400000000000034
